Gid	Name	CPM-N1	CPM-N2	CPM-N3	CPM-P1	CPM-P2	CPM-P3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000211727.3	TRBV7-6	2.6395	2.5064	2.3749	0.0554	2.7295	0.2638	174.0175	-1.2541	0.9876	-1.2698	NA	NA	NC
ENSG00000211728.2	TRBV5-6	1.2926	2.9374	1.244	0.0616	2.0882	0.6553	146.1084	-1.1262	0.9312	-1.2094	0.2265	0.4778	NC
ENSG00000278030.1	TRBV7-9	3.444	8.4265	2.2806	0.591	15.3033	1.2169	560.8325	0.1343	1.0351	0.1298	NA	NA	NC
ENSG00000276405.1	TRBV13	1.0124	3.7199	0.2827	0.197	1.9763	0.2893	145.4695	-1.2282	1.0654	-1.1528	0.249	0.5023	NC
ENSG00000275791.1	TRBV10-3	1.6633	3.7426	1.1686	0.2278	1.5736	0.3659	161.1858	-1.6622	0.8205	-2.026	0.0428	0.1863	NC
ENSG00000274752.1	TRBV12-3	2.6938	5.9768	2.978	0.3324	4.2658	0.9786	306.2274	-1.1403	0.8233	-1.3851	0.166	0.4032	NC
ENSG00000276953.1	TRBV12-4	3.3084	5.4664	3.3738	0.1539	3.6021	0.7659	287.9943	-1.4832	0.8632	-1.7182	0.0858	0.2779	NC
ENSG00000275743.1	TRBV14	1.7627	2.3703	1.7152	0.1416	2.1851	0.3744	145.8992	-1.0998000000000001	0.83	-1.3251	0.1851	0.4277	NC
ENSG00000276819.1	TRBV15	2.5582	2.0868	1.6963	0.1354	2.4312	0.6638	157.1934	-0.9284	0.7755	-1.1972	0.2312	0.4834	NC
ENSG00000276557.1	TRBV18	1.4373	5.6479	0.5466	0.1416	1.9912	0.5021	199.848	-1.7915	1.0245	-1.7488	0.0803	0.267	NC
ENSG00000211746.3	TRBV19	4.8903	8.3017	4.0712	0.6649	6.2943	1.2425	450.5497	-1.0919	0.7859	-1.3894	0.1647	0.4013	NC
ENSG00000211747.3	TRBV20-1	8.7502	12.7928	5.7299	1.4775	7.3086	2.3487	682.5678	-1.2573	0.6714	-1.8725	0.0611	0.2284	NC
ENSG00000211749.1	TRBV23-1	2.2779	3.9354	1.0178	0.1785	3.796	0.9191	214.7968	-0.6977	0.9175	-0.7604	0.447	0.6831	NC
ENSG00000211750.2	TRBV24-1	1.0938	3.4931	0.9801	0.1354	1.156	0.5446	137.9611	-1.7833	0.8286	-2.1521	0.0314	0.1555	NC
ENSG00000211752.3	TRBV27	9.0485	5.319	9.9142	0.1724	8.114	1.251	527.7385	-1.2132	0.9128	-1.3291	NA	NA	NC
ENSG00000211753.4	TRBV28	4.4474	7.1676	3.2419	1.2313	1.6109	3.0466	370.3946	-1.3138	0.5594	-2.3485	0.0188	0.1136	NC
ENSG00000232869.2	TRBV29-1	29.3692	10.0709	16.5677	0.9111	7.2788	3.0976	1020.2513	-2.104	0.5878	-3.5793	3e-4	0.0077	Down
ENSG00000282431.1	TRBD1	1.9706	2.1775	2.1864	0.1908	1.3499	0.2893	136.6845	-1.6664	0.6928	-2.4052	0.0162	0.1036	NC
ENSG00000281958.1	TRBJ1-4	2.07	0.7825	1.1309	0.3509	1.3275	0.6042	101.0279	-0.525	0.5249	-1.0001	0.3173	0.5727	NC
ENSG00000282173.1	TRBJ1-5	2.7209	1.0774	2.0922	0.394	1.4095	0.8935	135.3274	-0.8631	0.4314	-2.0005	0.0454	0.1933	NC
ENSG00000282780.1	TRBJ1-6	2.3141	1.1681	1.6021	0.2586	1.156	0.4595	111.4607	-1.2014	0.5326	-2.2559	0.0241	0.1318	NC
ENSG00000211751.9	TRBC1	159.9532	132.1696	133.3895	13.156	100.7618	41.2647	9505.1133	-1.3631	0.5779	-2.3587	0.0183	0.112	NC
ENSG00000211764.1	TRBJ2-1	2.1243	0.6918	1.3759	0.2463	1.2454	0.6212	98.3612	-0.7314	0.5384	-1.3584	0.1743	0.4143	NC
ENSG00000211766.1	TRBJ2-2P	4.357	0.8959	1.6963	0.4371	2.3044	1.3276	169.3293	-0.5015	0.5938	-0.8447	0.3983	0.646	NC
ENSG00000211767.1	TRBJ2-3	5.8847	1.9734	3.6377	0.8126	4.0048	2.1275	290.3436	-0.479	0.5007	-0.9567	0.3387	0.5936	NC
ENSG00000211770.1	TRBJ2-6	1.7356	1.1001	1.5833	0.1908	1.059	0.6042	100.2575	-1.0954	0.5034	-2.1762	0.0295	0.1497	NC
ENSG00000211771.1	TRBJ2-7	1.7356	1.2362	1.3194	0.3324	2.0658	0.6723	122.337	-0.3239	0.6062	-0.5343	0.5932	0.7863	NC
ENSG00000211772.11	TRBC2	244.9965	265.5753	186.0516	18.7521	220.2053	56.7698	16750.7336	-1.208	0.7203	-1.6771	0.0935	0.2925	NC
ENSG00000237254.2	TRBV30	3.0373	2.858	2.1299	0.2647	2.5207	0.5531	190.9242	-1.1847	0.7249	-1.6343	0.1022	0.3077	NC
ENSG00000106123.12	EPHB6	27.3082	35.5431	23.3907	11.8016	23.7679	35.9119	2720.121	-0.2417	0.4528	-0.5337	0.5935	0.7865	NC
ENSG00000197993.9	KEL	0.5604	2.6538	0.2639	9.9486	7.1594	1.4722	528.677	2.6792	1.0598	2.5281	0.0115	0.0828	NC
ENSG00000197448.14	GSTK1	248.5399	135.5719	197.2098	83.5901	239.2748	242.2864	18773.0932	0.1482	0.2958	0.5011	0.6163	0.8016	NC
ENSG00000106144.20	CASP2	80.5687	36.9267	63.5376	25.838	57.0519	72.4791	5453.7386	0.0064	0.2554	0.025	0.98	0.9925	NC
ENSG00000159784.17	FAM131B	3.218	1.7125	3.6377	0.474	1.2007	1.0893	178.1209	-1.3715	0.3228	-4.248	0	9e-4	Down
ENSG00000232533.1	AC093673.1	8.1265	2.8239	6.5781	6.2179	5.5187	11.8033	701.3677	0.7966	0.4043	1.9705	0.0488	0.2013	NC
ENSG00000159840.16	ZYX	312.9461	96.7512	289.3592	189.6938	271.2238	453.3158	26597.5766	0.718	0.3514	2.0432	0.041	0.1818	NC
ENSG00000146904.9	EPHA1	10.2779	10.7514	6.2199	2.8873	8.114	5.9059	766.9341	-0.589	0.4914	-1.1986	0.2307	0.4828	NC
ENSG00000229153.5	EPHA1-AS1	8.9852	6.7026	7.8409	1.8592	5.8171	3.8976	580.9058	-0.8371	0.3875	-2.1601	0.0308	0.1539	NC
ENSG00000271079.1	CTAGE15	2.1333	3.1415	2.9026	0.4925	0.9993	0.9872	183.0388	-1.5944	0.4592	-3.4718	5e-4	0.0102	NC
ENSG00000223459.6	TCAF1P1	5.2158	4.8994	6.2765	1.5021	3.8855	3.3699	419.4161	-0.7314	0.3555	-2.0575	0.0396	0.178	NC
ENSG00000283537.2	AC073264.3	7.8191	7.2697	6.8985	1.6068	6.451	4.6039	578.348	-0.6992	0.4441	-1.5744	0.1154	0.3291	NC
ENSG00000170379.20	TCAF2	23.4303	19.0304	21.5248	5.6823	19.5766	11.0374	1676.9574	-0.6381	0.4247	-1.5026	0.133	0.3557	NC
ENSG00000283528.2	TCAF2C	7.3852	4.1395	6.333	1.3298	5.5411	2.6296	443.6692	-0.6819	0.4583	-1.488	0.1368	0.3613	NC
ENSG00000271321.1	CTAGE6	2.0429	3.1869	2.6953	0.4186	0.9621	0.79990000000000006	174.7668	-1.7476	0.4908	-3.5604	4e-4	0.0081	Down
ENSG00000253882.6	AC099548.2	10.9468	8.9255	9.7257	2.1978	8.9568	6.3144	777.2788	-0.6392	0.4231	-1.5107	0.1309	0.3524	NC
ENSG00000159860.7	TCAF2P1	7.1141	3.8787	6.3142	1.2189	5.6157	2.5104	430.1132	-0.6622	0.4789	-1.3827	0.1667	0.4041	NC
ENSG00000198420.10	TCAF1	13.6677	18.6675	18.3206	4.0385	10.2544	9.5567	1271.0586	-0.9839	0.4229	-2.3267	0.02	0.1182	NC
ENSG00000225932.3	CTAGE4	3.3175	4.7973	4.0712	0.7264	2.1255	1.3616	282.9682	-1.4213	0.4979	-2.8545	0.0043	0.0439	NC
ENSG00000213214.4	ARHGEF35	4.4293	2.3249	5.0702	0.8434	1.8272	2.0509	261.4864	-1.0653	0.2806	-3.7969	1e-4	0.004	Down
ENSG00000244198.7	AC004889.1	20.2213	21.8997	18.4336	5.1405	16.3623	13.9137	1626.5987	-0.6916	0.4267	-1.6208	0.1051	0.3124	NC
ENSG00000212807.2	OR2A42	8.1536	4.9107	5.7487	1.9454	6.175	6.5697	545.3579	-0.2179	0.3512	-0.6204	0.535	0.7454	NC
ENSG00000243896.4	OR2A7	4.6553	4.1282	3.1477	0.7141	2.1628	1.1659	270.551	-1.3948	0.4901	-2.8459	0.0044	0.0447	NC
ENSG00000244693.1	CTAGE8	3.6067	4.8427	4.2409	0.7264	1.8719	1.4212	286.4639	-1.5371	0.4616	-3.3296	9e-4	0.0146	NC
ENSG00000204959.4	ARHGEF34P	12.1852	8.0749	10.1027	2.401	6.712	5.3527	734.7463	-0.8701	0.3379	-2.5749	0.01	0.0763	NC
ENSG00000228960.6	OR2A9P	8.5423	11.636	6.333	1.9577	6.8761	5.3102	707.8975	-0.891	0.5309	-1.6782	0.0933	0.2922	NC
ENSG00000244479.7	OR2A1-AS1	3.0825	3.1642	2.3372	0.7388	2.3716	2.2892	236.4664	-0.6094	0.4523	-1.3472	0.1779	0.419	NC
ENSG00000221970.2	OR2A1	8.1898	4.3323	5.9749	1.7361	5.3174	6.2974	510.8211	-0.3178	0.3338	-0.9519	0.3411	0.5953	NC
ENSG00000050327.15	ARHGEF5	14.0473	10.2977	13.8724	2.5918	8.3751	6.1442	903.6407	-0.9771	0.3613	-2.7044	0.0068	0.0593	NC
ENSG00000196511.14	TPK1	15.3219	5.0355	12.2702	11.3953	10.9853	20.6451	1292.3934	0.7849	0.3924	2.0005	0.0454	0.1933	NC
ENSG00000174469.23	CNTNAP2	5.7491	2.9374	4.1843	0.2155	2.558	1.7871	269.9048	-1.4172	0.6116	-2.3171	0.0205	0.1201	NC
ENSG00000055130.17	CUL1	63.3666	35.872	59.8245	50.3092	73.5708	76.249	6266.3349	0.6633	0.2962	2.239	0.0252	0.1354	NC
ENSG00000106462.10	EZH2	15.0869	7.9048	19.3761	15.8094	30.5768	30.4145	2047.3473	1.1697	0.2931	3.9904	1e-4	0.0022	Up
ENSG00000155660.11	PDIA4	49.708	32.1975	65.5921	28.5344	62.8242	149.7834	6164.7747	0.8095	0.3947	2.051	0.0403	0.1796	NC
ENSG00000197362.15	ZNF786	4.9898	3.9127	6.1069	2.1978	4.2435	7.1313	468.9523	0.0069	0.304	0.0228	0.9818	0.9929	NC
ENSG00000197024.9	ZNF398	21.0348	11.8288	18.641	6.6303	13.8267	19.5558	1487.3733	-0.1692	0.243	-0.6964	0.4862	0.712	NC
ENSG00000170265.12	ZNF282	13.1524	9.0956	17.0389	7.3568	12.1338	17.3773	1267.8656	0.1477	0.2612	0.5655	0.5718	0.7714	NC
ENSG00000170260.9	ZNF212	11.679	7.5532	11.6106	5.3683	11.0226	14.2967	1020.0645	0.1924	0.2387	0.8062	0.4201	0.6633	NC
ENSG00000204946.10	ZNF783	36.6098	20.7089	35.1898	8.4834	27.1313	28.0232	2503.4574	-0.3641	0.3088	-1.1793	0.2383	0.491	NC
ENSG00000244560.7	AC004890.2	6.418	4.0941	4.1089	1.3051	6.5106	5.6421	455.8908	-0.0333	0.4601	-0.0725	0.9422	0.9761	NC
ENSG00000196453.8	ZNF777	9.383	11.8628	15.7383	11.4815	9.2327	10.5779	1259.1021	0.1391	0.5129	0.2711	0.7863	0.9014	NC
ENSG00000181220.17	ZNF746	76.1303	18.3159	50.57	35.1832	38.1241	56.9315	4575.178	0.2785	0.4314	0.6455	0.5186	0.7354	NC
ENSG00000133624.13	ZNF767P	39.4301	17.4767	31.2128	11.4015	24.5137	32.5505	2521.6384	-0.1345	0.26	-0.5173	0.605	0.7937	NC
ENSG00000133619.17	KRBA1	8.9762	7.9842	9.443	2.8627	7.4801	9.6758	766.5813	-0.2959	0.3371	-0.8779	0.38	0.6297	NC
ENSG00000181444.13	ZNF467	51.1001	8.1316	52.6433	29.1193	41.9275	84.5462	4276.3824	0.8335	0.5267	1.5826	0.1135	0.3261	NC
ENSG00000197558.12	SSPO	5.5773	3.2322	5.7864	3.2936	7.592	13.6244	632.9934	0.8899	0.3205	2.7761	0.0055	0.0519	NC
ENSG00000106479.11	ZNF862	50.9012	39.1609	37.9039	11.0813	30.9124	31.9293	3344.2803	-0.6672	0.3539	-1.8856	0.0594	0.2246	NC
ENSG00000204934.10	ATP6V0E2-AS1	1.2203	1.9734	0.9801	0.2463	0.88	0.9276	108.6515	-1.0759	0.588	-1.8298	0.0673	0.2411	NC
ENSG00000171130.18	ATP6V0E2	20.5015	26.13	19.3007	5.2883	17.4213	12.2883	1739.878	-0.8407	0.4791	-1.7549	0.0793	0.2647	NC
ENSG00000106526.10	ACTR3C	2.1875	1.5764	2.4126	0.5479	1.5214	1.268	155.7283	-0.6807	0.3497	-1.9465	0.0516	0.2079	NC
ENSG00000188707.6	ZBED6CL	15.5479	13.3599	13.9854	3.1766	13.685	15.2668	1222.0794	-0.3759	0.4295	-0.8751	0.3815	0.6313	NC
ENSG00000127399.15	LRRC61	1.7808	1.0887	1.6963	0.5171	1.9166	1.6254	140.2774	0.0016	0.3867	0.0042	0.9966	0.9986	NC
ENSG00000240449.1	AC005586.1	1.4192	0.3969	0.7162	0.4309	1.1336	1.9147	94.7099	0.6393	0.4739	1.349	0.1773	0.418	NC
ENSG00000214022.11	REPIN1	79.8546	43.0396	79.0686	24.3481	76.3973	102.9617	6465.0576	0.1589	0.3243	0.49	0.6242	0.8064	NC
ENSG00000196456.13	ZNF775	1.3469	2.3249	2.2429	0.6464	1.5065	2.0849	173.3137	-0.4423	0.4844	-0.913	0.3612	0.6132	NC
ENSG00000284691.1	AC073111.4	17.6631	18.9397	18.7164	2.3394	11.6192	7.5228	1276.5972	-1.2971	0.4871	-2.6629	0.0077	0.0644	NC
ENSG00000242258.1	LINC00996	3.6067	0.3629	3.0534	0.2093	1.6034	0.8425	139.7426	-1.0853	0.7317	-1.4833	0.138	0.3631	NC
ENSG00000171115.4	GIMAP8	29.5952	15.1971	29.328	22.1257	32.747	68.1391	3262.5413	0.9452	0.2986	3.1652	0.0015	0.0222	NC
ENSG00000179144.5	GIMAP7	9.8259	54.0745	41.1459	4.9435	10.9331	14.1776	2431.7939	-1.8526	0.6843	-2.7073	0.0068	0.059	NC
ENSG00000133574.10	GIMAP4	36.2302	31.8005	49.5522	14.3626	43.9635	61.5268	3849.5502	0.1183	0.3613	0.3275	0.7433	0.8775	NC
ENSG00000133561.15	GIMAP6	38.0832	43.153	46.348	32.3575	50.9962	55.8082	4709.1973	0.328	0.3767	0.8708	0.3839	0.6337	NC
ENSG00000106560.11	GIMAP2	34.9465	39.7393	42.0694	25.1484	36.2447	42.9241	3887.2824	0.045	0.3819	0.1178	0.9062	0.9619	NC
ENSG00000213203.3	GIMAP1	28.2122	41.9282	39.5814	25.6656	29.6819	46.1919	3765.8421	0.0601	0.4512	0.1332	0.894	0.9564	NC
ENSG00000196329.11	GIMAP5	8.9581	5.1262	8.576	2.2778	5.0713	4.3911	561.2414	-0.6817	0.2895	-2.3545	0.0185	0.1126	NC
ENSG00000106565.18	TMEM176B	23.2133	5.6592	36.2076	0.6649	88.4043	97.4898	3691.4748	1.6242	1.0145	1.6009	0.1094	0.3196	NC
ENSG00000002933.9	TMEM176A	11.1637	1.7579	16.3603	0.3201	37.2366	44.073	1613.5483	1.606	1.0306	1.5583	0.1192	0.3346	NC
ENSG00000055118.15	KCNH2	1.844	4.9334	2.2429	4.1493	5.7947	0.9021	408.1523	0.542	0.8485	0.6388	0.523	0.7377	NC
ENSG00000164867.11	NOS3	1.2655	1.894	1.0367	0.2093	1.9912	0.6382	121.99	-0.5869	0.7397	-0.7933	0.4276	0.6687	NC
ENSG00000181652.19	ATG9B	2.1514	4.4344	2.1487	0.2832	2.1031	1.2084	217.8897	-1.3804	0.6926	-1.9932	0.0462	0.1953	NC
ENSG00000197150.12	ABCB8	33.5364	19.6882	27.3112	12.3311	31.0317	34.712	2612.9069	0.141	0.2734	0.5159	0.6059	0.7943	NC
ENSG00000213199.8	ASIC3	4.0226	4.7519	3.3362	0.985	2.9906	4.2975	342.5918	-0.5649	0.4751	-1.1888	0.2345	0.4871	NC
ENSG00000164885.13	CDK5	6.1197	2.461	5.2775	8.2002	9.2775	16.6539	840.0182	1.6316	0.3364	4.85	0	1e-4	Up
ENSG00000164889.14	SLC4A2	48.9487	22.6709	47.0642	30.7014	54.8369	73.5684	4633.9191	0.6951	0.2378	2.9234	0.0035	0.0383	NC
ENSG00000164896.20	FASTK	53.7305	39.195	48.5909	16.4742	46.9839	54.506100000000004	4259.6119	-0.1349	0.3149	-0.4285	0.6683	0.8342	NC
ENSG00000164897.14	TMUB1	27.8415	20.6976	26.6138	10.1333	22.4702	21.3089	2163.593	-0.2704	0.2938	-0.9201	0.3575	0.6099	NC
ENSG00000133612.19	AGAP3	27.1997	12.2938	39.7888	17.5947	28.7944	38.8989	2709.3854	0.4292	0.3376	1.2715	0.2035	0.4519	NC
ENSG00000033050.9	ABCF2	6.8881	5.8747	6.7665	4.1678	6.6449	10.6289	696.0854	0.2985	0.3167	0.9426	0.3459	0.5995	NC
ENSG00000033100.16	CHPF2	74.7021	33.6265	62.4444	37.658	66.262200000000007	90.1798	6051.0677	0.4523	0.2428	1.863	0.0625	0.2312	NC
ENSG00000082014.16	SMARCD3	29.1342	7.5078	29.3845	33.2378	42.9642	93.5157	3938.9627	1.6858	0.4288	3.9316	1e-4	0.0026	Up
ENSG00000013374.16	NUB1	77.9382	52.7136	76.2979	36.8392	62.3842	62.9905	6265.2202	-0.0762	0.2816	-0.2708	0.7866	0.9016	NC
ENSG00000187260.15	WDR86	4.0045	3.0508	3.5435	0.5972	3.6245	2.0849	275.6009	-0.6426	0.5088	-1.2628	0.2067	0.4554	NC
ENSG00000243836.5	WDR86-AS1	2.0068	1.7465	1.489	0.1785	2.118	0.7148	136.2923	-0.7464	0.6999	-1.0664	0.2863	0.542	NC
ENSG00000106615.10	RHEB	23.2676	10.3885	20.9782	25.9919	24.4764	43.4517	2622.4803	1.1516	0.3606	3.1934	0.0014	0.0208	NC
ENSG00000240132.1	ETF1P2	1.0305	0.7599	2.4126	0.6095	1.0366	1.251	115.5926	-0.221	0.4414	-0.5007	0.6166	0.8018	NC
ENSG00000106617.14	PRKAG2	56.1531	25.234	57.9397	34.426	45.1791	66.4115	4790.3387	0.4019	0.2936	1.3686	0.1711	0.4097	NC
ENSG00000239911.2	PRKAG2-AS1	1.9344	2.1548	2.3749	1.4467	2.2821	4.672	251.1069	0.4706	0.4037	1.1657	0.2438	0.4968	NC
ENSG00000178234.13	GALNT11	44.5645	21.2873	40.4296	15.2738	29.9205	31.7591	3000.5054	-0.1806	0.2486	-0.7264	0.4676	0.6987	NC
ENSG00000055609.18	KMT2C	333.8272	88.0752	268.5695	134.6381	196.0645	288.0273	21216.2107	0.2051	0.376	0.5454	0.5855	0.7807	NC
ENSG00000261455.1	LINC01003	6.1468	4.2189	8.2556	4.7034	7.413	11.9905	715.8705	0.604	0.2827	2.1361	0.0327	0.159	NC
ENSG00000196584.3	XRCC2	0.8497	0.7712	0.9424	0.5787	2.558	2.3828	133.7627	1.1875	0.4557	2.6058	0.0092	0.0718	NC
ENSG00000133627.18	ACTR3B	6.2101	3.5498	7.332	3.0966	3.9004	5.9314	499.6618	-0.0917	0.3017	-0.304	0.7611	0.8877	NC
ENSG00000214106.9	PAXIP1-AS2	11.4982	7.4738	11.2336	3.78	9.792	10.9948	896.4931	-0.1205	0.2743	-0.4391	0.6606	0.8296	NC
ENSG00000157212.19	PAXIP1	18.8834	8.9708	14.4755	7.3999	17.4288	19.4112	1423.0368	0.2926	0.2688	1.0885	0.2764	0.5321	NC
ENSG00000273344.1	PAXIP1-AS1	10.7931	9.9235	9.9896	2.5487	7.6815	7.6334	808.4359	-0.6791	0.3748	-1.8118	0.07	0.2469	NC
ENSG00000273117.1	AC144652.1	3.3084	1.3496	3.6566	1.656	1.3648	2.136	225.3116	-0.2348	0.4413	-0.5321	0.5947	0.7871	NC
ENSG00000186480.13	INSIG1	50.0153	24.5876	51.3428	20.4143	38.9743	35.0354	3649.1015	-0.0925	0.2885	-0.3205	0.7486	0.8809	NC
ENSG00000216895.9	AC009403.1	1.6542	1.2929	1.6963	0.7449	1.4468	2.7232	156.9515	0.1996	0.3571	0.559	0.5762	0.7739	NC
ENSG00000184863.11	RBM33	280.3498	100.1309	226.3305	97.7496	160.394	216.7225	17538.6591	-0.0385	0.2949	-0.1305	0.8962	0.9571	NC
ENSG00000182648.13	LINC01006	0.7864	0.4423	0.867	0.2955	1.2827	1.9147	87.7387	0.832	0.4782	1.7397	0.0819	0.2701	NC
ENSG00000105982.16	RNF32	2.3955	1.1681	2.0922	1.0897	1.4766	2.0254	171.2563	0.009	0.3144	0.0287	0.9771	0.9915	NC
ENSG00000224903.2	AC005534.1	2.6305	1.4063	2.4691	0.7757	1.2529	2.1275	172.2371	-0.4216	0.2951	-1.4287	0.15310000000000001	0.3854	NC
ENSG00000105983.22	LMBR1	29.3782	11.1937	30.3646	22.255	25.4086	42.5497	2727.8612	0.711	0.3482	2.0421	0.0411	0.1821	NC
ENSG00000146909.8	NOM1	26.0698	23.9071	31.062	11.3768	22.5672	30.0911	2428.2439	-0.1842	0.3019	-0.6102	0.5417	0.7498	NC
ENSG00000009335.18	UBE3C	84.5009	41.3498	86.7022	48.3823	80.6557	109.0208	7503.1887	0.446	0.2383	1.8711	0.0613	0.2288	NC
ENSG00000236018.2	AC004898.1	0.9943	0.8619	1.6775	0.7449	1.238	1.8296	123.1053	0.3389	0.3633	0.9328	0.3509	0.6039	NC
ENSG00000105993.15	DNAJB6	251.8213	74.2844	192.1208	149.801	156.8665	234.219	17956.3795	0.487	0.399	1.2205	0.2223	0.4728	NC
ENSG00000155093.19	PTPRN2	13.0078	3.0054	5.5037	3.8908	3.2367	6.9867	579.0946	-0.1999	0.5081	-0.3935	0.694	0.85	NC
ENSG00000233038.6	AC011899.2	1.8802	0.30620000000000003	1.6398	0.9111	1.6482	2.4338	141.4609	0.7386	0.5058	1.4603	0.1442	0.3726	NC
ENSG00000146918.20	NCAPG2	10.4406	11.2958	9.6126	7.3075	16.3474	17.0029	1250.6914	0.4929	0.39	1.2636	0.2064	0.4552	NC
ENSG00000117868.17	ESYT2	216.4589	165.5352	211.4215	66.4818	157.6496	186.2485	16574.4101	-0.3762	0.2829	-1.3301	0.1835	0.4262	NC
ENSG00000126870.16	WDR60	15.4123	22.807	26.6704	6.2856	11.1941	15.2328	1659.3091	-0.8641	0.4142	-2.0864	0.0369	0.1708	NC
ENSG00000253620.2	AC144568.1	1.2746	0.7258	1.1121	0.5294	0.9024	1.7701	102.897	0.2128	0.3546	0.6002	0.5484	0.7547	NC
ENSG00000255464.1	SEPTIN14P8	3.1277	0.2608	1.1874	0.905	0.8502	1.2765	121.8638	-0.0626	0.6842	-0.0914	0.9272	0.9692	NC
ENSG00000172748.14	ZNF596	3.426	1.3836	2.6199	1.4098	2.4685	3.421	241.6129	0.2445	0.2977	0.8212	0.4115	0.657	NC
ENSG00000272812.1	AC004908.2	1.9796	1.1228	1.6775	0.6957	1.3424	1.3701	136.0352	-0.2286	0.3114	-0.7343	0.4628	0.695	NC
ENSG00000147364.16	FBXO25	27.5161	14.2104	24.4086	7.7077	18.9725	21.0195	1841.7409	-0.2526	0.2555	-0.9885	0.3229	0.5785	NC
ENSG00000180190.11	TDRP	3.435	0.068	4.4859	1.3051	0.2685	2.9955	189.9562	-0.2996	1.0373000000000001	-0.2889	0.7727	0.8941	NC
ENSG00000104714.14	ERICH1	48.4063	50.434	65.3848	34.7153	48.4605	69.6453	5471.6309	0.1035	0.3461	0.299	0.765	0.8898	NC
ENSG00000182372.9	CLN8	38.0561	18.2932	33.0034	32.3452	29.1971	68.7943	3765.2388	0.8493	0.3693	2.3	0.0214	0.123	NC
ENSG00000253982.2	AC100810.1	10.549	18.1118	11.1205	95.6072	8.1066	13.2074	4052.3529	2.2673	1.0153	2.2331	NA	NA	NC
ENSG00000176595.4	KBTBD11	14.4812	9.2997	18.6033	17.1884	14.0803	46.226	2032.6995	1.1086	0.4266	2.599	0.0093	0.0727	NC
ENSG00000036448.10	MYOM2	11.8598	1.8259	13.7593	4.8265	1.7526	3.0466	598.6402	-0.7526	0.7359	-1.0228	0.3064	0.5619	NC
ENSG00000246089.3	AC016065.1	1.5548	1.1681	1.6963	0.7141	1.7899	2.2807	151.8521	0.2685	0.3258	0.8241	0.4099	0.6555	NC
ENSG00000147316.13	MCPH1	29.4958	19.2119	27.1981	12.423400000000001	24.9313	34.8312	2449.5916	0.1106	0.2467	0.4484	0.6539	0.8255	NC
ENSG00000091879.13	ANGPT2	1.2022	1.3042	1.9602	0.4371	0.7234	1.0042	110.3562	-0.8495	0.3934	-2.1594	0.0308	0.1541	NC
ENSG00000249898.8	MCPH1-AS1	2.3051	3.0394	4.844	2.4317	1.4244	2.7657	300.5144	-0.243	0.5549	-0.4379	0.6615	0.8297	NC
ENSG00000155189.12	AGPAT5	7.1864	5.8407	9.9896	5.5899	9.6727	11.3437	847.1819	0.4547	0.293	1.5518	0.1207	0.3372	NC
ENSG00000206047.2	DEFA1	76.049	24.7804	78.8613	3.1643	3.2218	31.5378	3151.2974	-2.189	0.7007	-3.124	0.0018	0.0242	NC
ENSG00000240247.7	DEFA1B	74.5575	24.3721	78.6163	3.0843	3.1472	31.1634	3110.7353	-2.1934	0.7041	-3.1151	0.0018	0.0248	NC
ENSG00000239839.7	DEFA3	64.7587	17.6808	66.346	2.4194	2.3044	22.2365	2518.0841	-2.3782	0.7047	-3.3747	7e-4	0.0129	NC
ENSG00000215374.6	FAM66B	2.4949	1.7125	3.0911	0.5356	2.7594	1.8977	200.4571	-0.3359	0.4582	-0.7329	0.4636	0.6956	NC
ENSG00000284606.1	AC105233.5	2.4949	1.7919	2.6011	0.2463	1.4766	0.6638	148.8612	-1.368	0.5341	-2.5614	0.0104	0.0782	NC
ENSG00000173295.7	FAM86B3P	3.2361	0.8506	1.2817	0.4863	1.0963	1.1999	127.8336	-0.6627	0.4676	-1.4172	0.1564	0.3899	NC
ENSG00000275342.5	PRAG1	7.331	13.099	10.0838	2.0316	5.9811	7.1739	786.3795	-1.0209	0.5012	-2.0368	0.0417	0.1836	NC
ENSG00000147324.11	MFHAS1	36.2753	36.8927	43.8977	19.0907	35.5884	23.8789	3410.6748	-0.3126	0.413	-0.7568	0.4492	0.6848	NC
ENSG00000233609.3	RPL10P19	6.0384	2.3363	7.5205	0.5294	1.9092	1.0382	292.8301	-1.8755	0.4643	-4.0394	1e-4	0.0019	Down
ENSG00000104626.14	ERI1	12.7728	6.9521	13.2881	6.2425	12.2904	12.0756	1062.7261	0.178	0.262	0.6794	0.4969	0.7202	NC
ENSG00000173281.5	PPP1R3B	38.0652	4.8994	10.8943	11.2352	11.3134	6.6463	1383.488	-0.2346	0.6926	-0.3388	0.7348	0.8732	NC
ENSG00000173273.16	TNKS	60.9621	23.3968	55.9041	20.642	36.819	50.8554	4000.4527	-0.0822	0.2792	-0.2946	0.7683	0.8918	NC
ENSG00000175806.15	MSRA	8.5423	5.0808	10.1215	6.4579	7.2266	10.0928	819.0452	0.3538	0.3333	1.0615	0.2884	0.5444	NC
ENSG00000272505.1	AC104964.4	1.9525	1.497	1.0744	1.0035	0.9024	1.0723	134.8432	-0.2718	0.5205	-0.5222	0.6015	0.7911	NC
ENSG00000254093.9	PINX1	2.4407	2.1435	3.0157	1.3236	2.7743	3.9912	261.3067	0.238	0.3205	0.7427	0.4577	0.6907	NC
