Gid	Name	CPM-nCoV1	CPM-nCoV2	CPM-Ctrl1	CPM-Ctrl2	CPM-Ctrl3	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Tag
ENSG00000104375.17	STK3	17.1364	22.1977	36.7946	32.9142	32.9755	168.0686	0.6274	0.3221	1.9478	0.0514	0.1018	NC
ENSG00000132549.18	VPS13B	80.3781	79.6297	102.7133	117.9668	109.7063	581.2793	0.8374	0.2922	2.8657	0.0042	0.0122	NC
ENSG00000164919.11	COX6C	67.7298	74.3445	71.4895	73.7957	74.3353	491.4861	1.293	0.1735	7.4514	0	0	NC
ENSG00000132554.20	RGS22	11.4243	0.7047	0.8974	0.7539	0.0749	28.0972	4.5202	1.2624	3.5805	3e-4	0.0013	NC
ENSG00000147669.11	POLR2K	44.8812	20.4359	64.327	68.0044	68.9267	253.3356	0.1397	0.2811	0.4972	0.6191	0.7663	NC
ENSG00000104450.12	SPAG1	9.7923	16.2078	10.6337	12.0965	12.5951	91.3782	1.53	0.3553	4.3063	0	1e-4	NC
ENSG00000034677.13	RNF19A	71.8099	37.7008	98.2769	100.8844	96.3064	426.8005	0.4193	0.1589	2.6384	0.0083	0.0224	NC
ENSG00000186106.11	ANKRD46	13.8724	9.1609	9.4992	12.7647	11.2102	79.9826	1.3593	0.2797	4.8594	0	0	NC
ENSG00000070756.16	PABPC1	994.3217	874.8694	1233.6432	1070.2343	1498.1211	6759.3797	0.8557	0.1545	5.5375	0	0	NC
ENSG00000164924.18	YWHAZ	487.9806	301.2539	719.2301	680.5582	653.484	3067.7828	0.4885	0.1278	3.8213	1e-4	6e-4	NC
ENSG00000120963.12	ZNF706	83.2342	60.2508	124.5394	111.3532	124.4161	555.4473	0.5487	0.1196	4.589	0	0	NC
ENSG00000083307.12	GRHL2	4.8961	4.9328	0.3725	0.5483	0	28.2911	5.4318	1.1291	4.8109	0	0	NC
ENSG00000048392.11	RRM2B	16.3204	54.9656	153.6297	188.3015	167.011	452.8737	-0.9036	0.5945	-1.5199	0.1285	0.2181	NC
ENSG00000104517.13	UBR5	68.5458	70.8211	210.4386	236.619	218.6265	682.1395	-0.4324	0.232	-1.8637	0.0624	0.1198	NC
ENSG00000155090.15	KLF10	31.8248	14.798400000000001	101.1555	92.7972	130.6856	289.2946	-0.9283	0.2862	-3.2435	0.0012	0.004	NC
ENSG00000155096.14	AZIN1	67.7298	46.5094	227.6083	241.0225	240.8971	655.4475	-0.7666	0.1057	-7.2515	0	0	NC
ENSG00000253320.7	AZIN1-AS1	8.1602	1.4094	2.0488	1.5078	3.0318	25.0462	2.2805	0.7084	3.2193	0.0013	0.0043	NC
ENSG00000155097.12	ATP6V1C1	56.7135	53.2039	146.3825	144.1817	137.7036	503.0856	-0.0763	0.1148	-0.6649	0.5061	0.6698	NC
ENSG00000247081.8	BAALC-AS1	13.8724	1.4094	0.9821	0.634	0.655	35.6529	4.4672	0.902	4.9523	0	0	NC
ENSG00000164930.12	FZD6	16.3204	10.5703	1.1853	1.028	0.2994	70.6228	5.3079	0.5294	10.0263	0	0	Up
ENSG00000164934.14	DCAF13	19.5845	14.0937	52.0509	55.6337	48.6398	167.1067	-0.3399	0.1834	-1.8537	0.0638	0.1221	NC
ENSG00000164935.6	DCSTAMP	0	24.6641	92.9093	89.2847	108.2652	214.8744	-1.6591	1.5697	-1.057	0.2905	0.4299	NC
ENSG00000147650.11	LRP12	0.816	7.7516	21.1488	23.0108	18.5277	58.0447	-0.7987	0.9	-0.8875	0.3748	0.5273	NC
ENSG00000164830.18	OXR1	27.7447	33.4727	103.8647	101.5183	86.8555	291.52	-0.5145	0.5482	-0.9386	0.3479	0.4974	NC
ENSG00000104408.10	EIF3E	128.1153	128.6054	233.3824	256.4258	311.8263	1088.6344	0.2661	0.1926	1.3817	0.1671	0.2714	NC
ENSG00000104412.8	EMC2	28.9687	9.1609	56.2332	53.9546	56.6497	177.8698	-0.3331	0.4394	-0.758	0.4484	0.609	NC
ENSG00000120533.13	ENY2	53.0414	29.2445	70.372	68.6041	68.8144	311.4532	0.5167	0.1404	3.6794	2e-4	9e-4	NC
ENSG00000147654.15	EBAG9	25.7047	14.798400000000001	31.7656	30.3613	33.4621	144.7658	0.5806	0.2383	2.4368	0.0148	0.0369	NC
ENSG00000147642.17	SYBU	5.7121	7.0469	0.508	0.4455	0.1497	34.1462	5.4443	0.5555	9.8007	0	0	Up
ENSG00000104447.12	TRPS1	97.1065	41.5766	24.5523	39.7506	29.5133	388.3138	2.3883	0.3127	7.6379	0	0	Up
ENSG00000147677.11	EIF3H	135.0515	163.8398	223.3921	212.5459	278.9443	1168.5802	0.6778	0.2436	2.7826	0.0054	0.0153	NC
ENSG00000147679.12	UTP23	12.6483	9.1609	30.3941	32.76	32.5264	102.5871	-0.2642	0.2159	-1.2234	0.2212	0.3442	NC
ENSG00000164754.14	RAD21	98.7386	55.318	177.5894	191.7111	187.8593	685.1826	0.0228	0.1737	0.1313	0.8955	0.9418	NC
ENSG00000164758.7	MED30	12.2403	11.9797	15.3748	13.9984	13.9425	80.6214	1.0361	0.2342	4.4243	0	1e-4	NC
ENSG00000182197.11	EXT1	20.4005	28.8922	12.0899	10.6744	11.8278	161.6172	2.5408	0.3548	7.1601	0	0	Up
ENSG00000177570.14	SAMD12	14.6884	47.9187	2.8616	2.3816	1.4223	182.2284	5.268	0.6706	7.8555	0	0	Up
ENSG00000147676.14	MAL2	110.9789	25.3687	1.1345	0.891	0.4304	337.0143	7.6224	0.6357	11.9908	0	0	Up
ENSG00000136960.12	ENPP2	32.6408	0.7047	4.4363	8.3442	7.8602	86.8455	2.4131	1.2855	1.8771	0.0605	0.1167	NC
ENSG00000064313.12	TAF2	23.6646	27.4828	44.1941	46.5357	44.3541	190.6883	0.4223	0.2865	1.4738	0.1405	0.2354	NC
ENSG00000155792.10	DEPTOR	9.7923	2.8187	0.6096	0.5826	0.5614	28.0847	4.5892	0.4939	9.2912	0	0	Up
ENSG00000172172.8	MRPL13	45.6972	35.9391	41.8913	42.6291	40.7796	267.3164	1.2552	0.1186	10.5857	0	0	NC
ENSG00000172164.15	SNTB1	90.9864	72.2305	194.0817	248.2701	150.2238	728.804	0.0322	0.219	0.1471	0.883	0.9345	NC
ENSG00000178764.8	ZHX2	18.7685	9.8656	23.4348	25.2896	27.0616	112.9673	0.48	0.5167	0.9291	0.3528	0.503	NC
ENSG00000136986.10	DERL1	29.3768	23.9594	174.7277	150.2471	173.6735	387.5125	-1.3783	0.1995	-6.9094	0	0	NC
ENSG00000156787.17	TBC1D31	0.816	11.275	29.4458	25.6494	27.5482	77.8397	-0.7281	1.0303	-0.7067	0.4798	0.6422	NC
ENSG00000189376.12	C8orf76	8.1602	2.1141	5.3338	5.2772	4.6226	31.0483	1.218	0.4252	2.8644	0.0042	0.0122	NC
ENSG00000165156.15	ZHX1	21.6246	28.8922	50.9503	53.6291	53.3185	206.1741	0.2172	0.2938	0.7392	0.4598	0.621	NC
ENSG00000156802.13	ATAD2	51.4093	9.8656	40.5706	28.8021	29.5507	190.0772	1.0242	0.5748	1.7818	0.0748	0.1395	NC
ENSG00000156795.8	WDYHV1	8.1602	8.4562	11.0739	9.5093	10.2557	56.4399	0.989	0.2719	3.6374	3e-4	0.0011	NC
ENSG00000156804.7	FBXO32	17.9525	6.3422	9.7024	13.2445	9.5446	75.9846	1.404	0.3572	3.9304	1e-4	4e-4	NC
ENSG00000176853.16	FAM91A1	59.5695	112.0453	112.8221	141.1319	115.9944	652.9036	0.8432	0.4557	1.8506	0.0642	0.1228	NC
ENSG00000214814.7	FER1L6	11.0163	3.1711	0.6942	0.3941	0.0749	41.1609	5.6157	0.8959	6.2684	0	0	NC
ENSG00000164983.7	TMEM65	18.3605	10.218	16.4416	27.8083	21.3536	113.625	0.7585	0.3959	1.916	0.0554	0.1084	NC
ENSG00000183665.5	TRMT12	3.2641	5.6375	19.1508	14.3411	15.0467	50.0597	-0.4993	0.419	-1.1917	0.2334	0.3599	NC
ENSG00000170881.4	RNF139	17.9525	6.3422	52.3557	54.6057	54.7221	133.5194	-1.0797	0.4848	-2.2268	0.026	0.0585	NC
ENSG00000147687.19	TATDN1	21.6246	1.4094	16.6278	17.6479	17.4048	77.4329	0.508	1.0063	0.5048	0.6137	0.7619	NC
ENSG00000147684.9	NDUFB9	91.8024	83.1531	66.342	73.1275	69.3197	538.1744	1.5994	0.1401	11.4162	0	0	NC
ENSG00000170873.18	MTSS1	70.9938	8.8086	3.5389	4.0779	2.8821	189.1079	4.6609	0.7232	6.445	0	0	NC
ENSG00000104549.12	SQLE	4.0801	6.6945	21.4028	33.531	13.7928	66.8672	-0.6603	0.5736	-1.1513	0.2496	0.3799	NC
ENSG00000164961.16	WASHC5	74.6659	39.8148	149.6844	162.9262	143.0748	526.8345	-0.1304	0.1683	-0.7746	0.4386	0.5985	NC
ENSG00000156831.8	NSMCE2	15.0964	5.6375	32.3921	32.3659	32.7884	107.7963	-0.3325	0.3432	-0.9689	0.3326	0.4795	NC
ENSG00000173334.4	TRIB1	79.9701	31.7109	55.539	62.0761	83.6927	373.3598	0.9484	0.3343	2.8373	0.0045	0.0132	NC
ENSG00000136997.19	MYC	44.4732	1.4094	11.311	13.2274	7.5608	126.4041	2.3031	1.2684	1.8158	0.0694	0.131	NC
ENSG00000249859.11	PVT1	13.4643	2.8187	6.2312	5.38	5.8016	43.9515	1.6048	0.536	2.9939	0.0028	0.0085	NC
ENSG00000229140.10	CCDC26	21.2165	0	0.0677	0.1028	0.0749	45.1308	8.0554	1.5914	5.0617	0	0	NC
ENSG00000153310.19	FAM49B	140.3556	44.043	171.1042	196.4572	192.9685	726.413	0.1647	0.4833	0.3409	0.7332	0.8425	NC
ENSG00000153317.15	ASAP1	113.4269	92.314	178.5207	258.8246	181.5711	846.3273	0.2922	0.1819	1.6065	0.1082	0.1892	NC
ENSG00000132294.15	EFR3A	74.2579	112.0453	284.7729	292.0129	307.3909	961.1651	-0.2962	0.3079	-0.9622	0.3359	0.4835	NC
ENSG00000129295.9	LRRC6	15.5044	16.9125	8.551	6.3224	6.0449	99.9869	2.6008	0.4657	5.5843	0	0	NC
ENSG00000165071.14	TMEM71	12.2403	9.5133	4.775	4.609	4.2483	68.8252	2.5849	0.2592	9.9739	0	0	Up
ENSG00000129292.20	PHF20L1	73.8499	42.6336	57.1307	68.6212	61.2723	380.921	1.1496	0.1975	5.8192	0	0	NC
ENSG00000155926.14	SLA	254.1906	186.3898	536.8658	339.4053	694.1513	1937.6724	0.0344	0.2672	0.1286	0.8976	0.9429	NC
ENSG00000287736.1	AF305872.2	14.2804	0	2.6584	3.2383	4.005	43.1167	2.4553	1.4748000000000001	1.6649	0.0959	0.1711	NC
ENSG00000104419.14	NDRG1	26.1127	17.6172	89.8445	70.8658	71.9959	230.4082	-0.548	0.2117	-2.5885	0.0096	0.0255	NC
ENSG00000008513.16	ST3GAL1	19.9925	32.768	311.2894	233.672	249.7679	558.2087	-1.9463	0.4106	-4.74	0	0	NC
ENSG00000066827.16	ZFAT	2.8561	13.3891	16.1368	11.5482	16.3193	67.3339	0.5384	0.7038	0.765	0.4442	0.6043	NC
ENSG00000131773.14	KHDRBS3	9.7923	0.7047	0.3048	0.2399	0.131	26.9212	5.811	1.0337	5.6214	0	0	NC
ENSG00000167632.16	TRAPPC9	11.0163	7.7516	46.5986	44.154	47.1426	126.8982	-0.9606	0.2715	-3.5385	4e-4	0.0015	NC
ENSG00000104472.10	CHRAC1	19.5845	34.5297	34.6272	36.1868	30.711	185.462	0.9404	0.4126	2.2792	0.0227	0.0522	NC
ENSG00000123908.12	AGO2	28.5607	19.7312	49.5957	68.587	41.8089	193.8588	0.0582	0.314	0.1853	0.853	0.9173	NC
ENSG00000169398.19	PTK2	57.1215	14.0937	28.1251	19.6012	19.7254	205.0451	1.8633	0.6155	3.0275	0.0025	0.0077	NC
ENSG00000105339.10	DENND3	17.9525	11.275	63.2603	51.1275	59.0452	173.3217	-0.5748	0.4697	-1.2236	0.2211	0.3441	NC
ENSG00000022567.9	SLC45A4	13.0563	13.7414	76.5693	70.4546	75.402	184.7559	-1.1593	0.2008	-5.7718	0	0	NC
ENSG00000167653.5	PSCA	9.3842	4.2281	0.762	0.6854	0.8609	37.5037	4.4352	0.3659	12.1218	0	0	Up
ENSG00000253716.6	MINCR	7.3442	4.9328	1.998	2.2959	2.9569	39.3156	2.7117	0.4278	6.3389	0	0	NC
ENSG00000147813.16	NAPRT	10.6083	7.3992000000000004	19.7434	18.4875	19.5383	74.0235	0.1853	0.2395	0.7735	0.4392	0.5992	NC
ENSG00000178209.15	PLEC	52.6334	23.9594	656.41010000000006	656.8106	557.3085	1164.5965	-2.7618	0.2408	-11.4669	0	0	Down
ENSG00000178685.14	PARP10	4.8961	3.8758	197.8746	151.9776	174.0665	299.395	-3.9841	0.3623	-10.9965	0	0	Down
ENSG00000178719.17	GRINA	33.8649	54.9656	706.192	590.4339	692.78510000000006	1265.4448	-2.5849	0.367	-7.0426	0	0	Down
ENSG00000178896.9	EXOSC4	7.3442	4.9328	10.0241	7.5218	9.582	49.7393	0.7815	0.3754	2.082	0.0373	0.0782	NC
ENSG00000179091.5	CYC1	14.2804	8.4562	66.2066	64.492	71.5093	170.873	-1.233	0.2729	-4.5176	0	0	NC
ENSG00000179526.17	SHARPIN	8.9762	2.8187	51.0857	40.8129	50.9792	96.3973	-1.9898	0.6275	-3.171	0.0015	0.005	NC
ENSG00000179632.10	MAF1	8.9762	15.8555	95.8894	86.9888	109.7811	214.5572	-1.6727	0.3703	-4.5167	0	0	NC
ENSG00000179832.17	MROH1	13.8724	5.6375	87.948	88.0511	66.4376	159.7254	-2.255	1.1937	-1.8891	0.0589	0.1141	NC
ENSG00000261236.8	BOP1	4.8961	3.8758	27.9558	24.0731	21.2787	63.7352	-1.1506	0.3706	-3.1049	0.0019	0.0061	NC
ENSG00000185122.11	HSF1	12.2403	8.4562	39.4191	36.0497	39.7128	118.5582	-0.515	0.4441	-1.1595	0.2462	0.3758	NC
ENSG00000160948.14	VPS28	23.6646	9.1609	58.1466	50.6135	60.9354	172.2307	-0.5072	0.4413	-1.1494	0.2504	0.381	NC
ENSG00000187954.12	CYHR1	7.7522	1.4094	48.9522	47.3581	50.1931	101.1292	-2.1392	0.4458	-4.7982	0	0	NC
ENSG00000213563.7	C8orf82	1.632	6.3422	13.6985	10.6573	11.9962	44.6012	-0.0344	0.8608	-0.0399	0.9681	0.9831	NC
ENSG00000161016.17	RPL8	334.5687	439.3726	417.3722	398.5857	429.9355	2684.1344	1.2347	0.2672	4.6207	0	0	NC
ENSG00000170619.10	COMMD5	10.6083	8.4562	44.7021	38.2771	39.638	109.9641	-0.8156	0.252	-3.2366	0.0012	0.0041	NC
ENSG00000170631.15	ZNF16	8.9762	2.8187	12.4116	11.2227	13.6992	45.3644	0.0825	0.5173	0.1595	0.8733	0.9288	NC
ENSG00000196922.10	ZNF252P	23.6646	24.6641	27.0583	24.8099	26.1072	168.7996	1.2123	0.1751	6.9252	0	0	NC
ENSG00000182307.14	C8orf33	1.632	7.0469	37.0316	32.503	34.1171	79.1704	-1.5564	0.5923	-2.6279	0.0086	0.0231	NC
ENSG00000181404.17	WASHC1	6.5282	1.7617	2.2859	9.7663	15.4959	37.0903	0.2027	0.8561	0.2367	0.8129	0.8932	NC
ENSG00000172785.18	CBWD1	32.6408	7.7516	25.0941	27.1058	22.9444	131.0308	0.8415	0.4877	1.7255	0.0844	0.1542	NC
ENSG00000183784.7	DOCK8-AS1	6.9362	2.1141	1.2191	0.8396	1.5533	23.0816	3.1216	0.528	5.9121	0	0	NC
ENSG00000107099.15	DOCK8	254.5986	173.7054	957.3875	792.6995	862.9402	2452.8717	-0.7343	0.116	-6.3278	0	0	NC
ENSG00000227155.7	AL161725.1	4.8961	3.5234	4.1146	3.7523	4.0237	28.1055	1.3802	0.3551	3.8866	1e-4	4e-4	NC
ENSG00000107104.18	KANK1	14.6884	0	0.5926	0.771	0.9919	37.8935	4.4818	1.4712	3.0465	0.0023	0.0073	NC
ENSG00000080503.24	SMARCA2	84.8662	69.0594	205.8668	222.3808	218.7575	726.5359	-0.193	0.0976	-1.9778	0.048	0.0961	NC
ENSG00000080608.10	PUM3	16.3204	7.7516	37.3195	37.3519	34.7721	108.5833	-0.4915	0.5787	-0.8493	0.3957	0.551	NC
ENSG00000080298.15	RFX3	19.5845	11.275	11.4803	12.1479	9.1703	85.2078	1.687	0.3159	5.3397	0	0	NC
ENSG00000107249.23	GLIS3	10.2003	21.8453	14.5113	5.1402	15.6269	100.0623	1.7364	0.9845	1.7638	0.0778	0.1442	NC
ENSG00000205808.6	PLPP6	12.2403	2.8187	11.1078	8.447	11.7716	47.3118	0.5969	0.6435	0.9275	0.3537	0.5039	NC
ENSG00000106993.12	CDC37L1	17.9525	16.9125	18.4735	18.9501	16.5626	113.3919	1.2449	0.1974	6.3057	0	0	NC
ENSG00000147853.17	AK3	11.4243	27.4828	53.1346	72.2708	66.8493	199.3057	-0.4173	0.6637	-0.6286	0.5296	0.694	NC
ENSG00000120158.12	RCL1	14.6884	5.6375	34.2886	27.9454	28.3342	97.6195	-0.313	0.341	-0.918	0.3586	0.5094	NC
ENSG00000096968.13	JAK2	78.746	45.4523	120.2555	132.5478	145.4703	510.6598	0.1516	0.1822	0.8321	0.4053	0.5615	NC
ENSG00000235917.1	MTCO2P11	21.2165	1.4094	0	0.0343	0	55.7604	11.1792	1.587	7.0441	0	0	Up
ENSG00000237711.1	MTCO3P11	15.5044	0	0	0.0857	0.0374	36.0785	8.7282	2.0197	4.3215	0	1e-4	NC
ENSG00000107020.10	PLGRKT	7.3442	14.798400000000001	24.0613	28.3395	30.6362	101.516	0.0238	0.4048	0.0588	0.9531	0.9749	NC
ENSG00000120217.14	CD274	41.2091	38.0531	183.5666	147.9169	124.8653	440.7551	-0.6363	0.2178	-2.9214	0.0035	0.0104	NC
ENSG00000197646.8	PDCD1LG2	17.9525	31.7109	118.9855	59.7801	101.2846	278.1447	-0.5616	0.4671	-1.2023	0.2293	0.3547	NC
ENSG00000107036.12	RIC1	46.5132	8.4562	58.9933	77.9078	71.2847	220.598	-0.335	0.6618	-0.5062	0.6127	0.7611	NC
ENSG00000099219.14	ERMP1	17.5445	23.9594	116.5134	80.4436	106.0007	257.3006	-1.0367	0.3618	-2.8653	0.0042	0.0122	NC
ENSG00000183354.12	KIAA2026	106.0827	43.3383	65.7155	70.4717	68.1781	469.4258	1.3621	0.2948	4.6199	0	0	NC
ENSG00000137040.10	RANBP6	11.4243	11.275	51.5598	59.7459	55.6766	151.8943	-0.9061	0.3456	-2.622	0.0087	0.0234	NC
ENSG00000137033.11	IL33	12.2403	5.6375	0.5757	0.1371	0.0749	45.1342	6.3488	0.7753	8.189	0	0	Up
ENSG00000147854.17	UHRF2	15.5044	7.0469	55.6237	62.4359	59.8313	149.3463	-1.1313	0.279	-4.055	1e-4	2e-4	NC
ENSG00000178445.9	GLDC	17.1364	0	0.0508	0	0	36.6732	10.0124	2.5042	3.9982	1e-4	3e-4	NC
ENSG00000107077.18	KDM4C	18.7685	15.5031	73.8601	65.9312	72.0146	202.6444	-0.7343	0.1901	-3.8626	1e-4	5e-4	NC
ENSG00000137038.8	DMAC1	34.2729	16.9125	51.3566	38.0544	49.1264	194.6719	0.3747	0.3106	1.2062	0.2277	0.3528	NC
ENSG00000265735.2	RN7SL5P	238.2782	300.9015	0	0	0	1445.2628	17.7108	1.2188	14.5314	0	0	Up
ENSG00000153714.6	LURAP1L	16.7284	3.5234	0.0339	0.0343	0.0749	52.2961	9.0339	0.8575	10.535	0	0	Up
ENSG00000147862.17	NFIB	35.9049	35.9391	0.3725	0.514	0.1123	193.0392	8.1059	0.4549	17.819	0	0	Up
ENSG00000175893.11	ZDHHC21	34.2729	23.2547	42.8734	55.7708	53.3934	215.087	0.4219	0.2227	1.8943	0.0582	0.113	NC
ENSG00000155158.20	TTC39B	11.4243	27.4828	131.8205	128.2129	178.5206	339.5019	-1.4731	0.5137	-2.8675	0.0041	0.0121	NC
ENSG00000164975.15	SNAPC3	55.0814	35.2344	40.4012	43.383	43.7927	312.81	1.4375	0.217	6.6239	0	0	NC
ENSG00000164985.15	PSIP1	35.0889	11.9797	43.1782	46.073	45.4021	176.6482	0.2186	0.4636	0.4716	0.6372	0.7778	NC
ENSG00000164989.17	CCDC171	14.6884	9.1609	6.9593	5.5856	5.4647	61.4081	2.1108	0.6442	3.2766	0.0011	0.0036	NC
ENSG00000044459.15	CNTLN	45.6972	27.1305	23.5363	28.151	29.2138	219.6349	1.6847	0.2359	7.1413	0	0	NC
ENSG00000155876.6	RRAGA	26.1127	30.3016	88.1851	80.2894	90.2428	276.6274	-0.3133	0.2037	-1.5382	0.124	0.2118	NC
ENSG00000147874.11	HAUS6	21.6246	8.4562	30.8004	39.802	30.3367	123.8264	0.0472	0.4155	0.1136	0.9095	0.9504	NC
ENSG00000147872.10	PLIN2	187.2768	607.4405	649.8572	747.6545	668.905	3287.5893	0.6264	0.6243	1.0035	0.3156	0.4599	NC
ENSG00000137145.20	DENND4C	69.7698	153.2695	389.2472	516.604	315.5692	1208.386	-0.5577	0.5168	-1.0791	0.2806	0.4176	NC
ENSG00000137154.13	RPS6	691.5779	793.478	424.3654	445.1042	572.7295	4674.285	1.9693	0.2275	8.6563	0	0	NC
ENSG00000171843.16	MLLT3	9.7923	22.9023	6.2312	6.3224	6.6812	101.0425	2.7573	0.5558	4.9613	0	0	NC
ENSG00000188352.12	FOCAD	20.4005	15.5031	47.4621	39.802	40.0497	157.2044	0.0508	0.2263	0.2245	0.8224	0.8989	NC
ENSG00000188921.14	HACD4	33.4569	60.9555	137.984	127.5618	158.3273	465.9984	-0.2583	0.3834	-0.6737	0.5005	0.6642	NC
ENSG00000198642.7	KLHL9	19.5845	21.8453	110.2483	117.093	104.803	282.7341	-1.0984	0.1713	-6.4117	0	0	NC
ENSG00000099810.21	MTAP	14.2804	22.55	48.8506	50.9562	42.3703	180.0093	0.0575	0.3421	0.1682	0.8665	0.9256	NC
ENSG00000240498.9	CDKN2B-AS1	4.8961	6.6945	3.4543	1.6963	2.4516	29.6685	2.3783	0.6411	3.7095	2e-4	8e-4	NC
ENSG00000147883.12	CDKN2B	30.1928	2.8187	5.0121	4.4034	3.2938	75.5299	2.9827	1.02	2.9242	0.0035	0.0104	NC
ENSG00000137055.15	PLAA	42.4331	9.1609	80.5316	78.5246	69.9934	240.124	-0.3853	0.5504	-0.7001	0.4839	0.6465	NC
ENSG00000096872.16	IFT74	5.7121	19.7312	18.2534	16.4314	17.7978	97.3538	0.9393	0.598	1.5708	0.1162	0.2007	NC
ENSG00000283945.1	LINC00032	9.3842	0	2.5399	0.7539	1.3288	22.9864	2.6919	1.3737	1.9595	0.0501	0.0996	NC
ENSG00000120162.10	MOB3B	27.3367	7.7516	261.1519	228.7203	228.8448	450.8511	-2.6479	0.4395	-6.0248	0	0	NC
ENSG00000147894.16	C9orf72	115.467	53.5562	110.9256	85.4639	116.0506	589.4463	0.9728	0.2744	3.545	4e-4	0.0015	NC
ENSG00000122729.19	ACO1	30.6008	106.0554	398.2045	280.1905	457.0907	988.4315	-0.9965	0.6411	-1.5542	0.1201	0.2063	NC
ENSG00000107201.10	DDX58	73.0339	113.4547	119.0025	133.73	132.5758	677.2279	0.8378	0.3809	2.1996000000000002	0.0278	0.0621	NC
ENSG00000197579.8	TOPORS	42.4331	11.275	31.7995	37.9173	33.5182	188.7465	0.9134	0.6325	1.4442	0.1487	0.2464	NC
ENSG00000235453.10	SMIM27	3.6721	4.9328	2.9801	3.7695	3.1441	30.1168	1.7357	0.3905	4.4448	0	0	NC
ENSG00000165264.11	NDUFB6	20.4005	19.7312	42.23	42.7319	42.3142	174.8665	0.2499	0.206	1.2132	0.225	0.3494	NC
ENSG00000137074.19	APTX	14.6884	25.3687	41.0277	37.1977	38.9081	164.8155	0.362	0.3572	1.0134	0.3109	0.4543	NC
ENSG00000086061.16	DNAJA1	130.5634	318.5187	544.2145	477.71	537.4147	2031.7439	0.1721	0.5298	0.3247	0.7454	0.8501	NC
ENSG00000122692.9	SMU1	21.2165	28.1875	93.9253	98.5199	99.2821	271.7788	-0.7083	0.2855	-2.4805	0.0131	0.0333	NC
ENSG00000086062.12	B4GALT1	112.6109	50.0328	211.6578	211.278	216.9983	697.2006	-0.2641	0.3183	-0.83	0.4065	0.5627	NC
ENSG00000107262.23	BAG1	65.2817	22.55	73.7077	71.6025	71.8088	333.161	0.5434	0.3546	1.5324	0.1254	0.2137	NC
ENSG00000086065.14	CHMP5	53.8574	58.1367	142.0139	152.8857	145.1521	533.7467	-0.0246	0.2337	-0.1054	0.916	0.9538	NC
ENSG00000086102.19	NFX1	68.5458	37.3484	71.6758	76.9483	72.7258	385.3773	0.8029	0.1621	4.9527	0	0	NC
ENSG00000165272.16	AQP3	8.5682	13.3891	453.6081	327.4458	236.4056	594.3275	-3.5024	0.4341	-8.0679	0	0	Down
ENSG00000165271.17	NOL6	3.6721	6.3422	76.8064	70.1976	91.1412	145.1086	-2.7857	0.5421	-5.1384	0	0	NC
ENSG00000231991.4	ANXA2P2	7.3442	8.4562	15.1547	16.2772	13.0817	60.3126	0.3787	0.3005	1.26	0.2077	0.3263	NC
ENSG00000107341.5	UBE2R2	66.5057	53.2039	136.46	125.6428	153.8732	512.0891	0.0597	0.1553	0.3846	0.7006	0.8217	NC
ENSG00000137073.21	UBAP2	66.5057	34.5297	50.5947	49.4827	42.0522	336.0526	1.3941	0.2387	5.8393	0	0	NC
ENSG00000198876.13	DCAF12	50.5933	50.7375	111.84	96.8236	112.4199	437.585	0.2587	0.2135	1.2116	0.2257	0.3502	NC
ENSG00000165006.14	UBAP1	32.6408	34.5297	95.7032	85.6352	88.5211	306.2839	-0.1418	0.2289	-0.6196	0.5355	0.7004	NC
ENSG00000186638.16	KIF24	28.5607	6.3422	6.3667	4.0093	4.0798	89.1276	3.035	0.5464	5.5542	0	0	NC
ENSG00000164978.18	NUDT2	8.1602	14.0937	18.4396	15.8831	16.1135	84.3895	0.7386	0.3339	2.212	0.027	0.0605	NC
ENSG00000164972.13	C9orf24	11.0163	12.6844	1.6763	1.3364	0.6737	61.5536	4.5597	0.444	10.2694	0	0	Up
ENSG00000137100.16	DCTN3	15.0964	7.0469	41.7897	40.7787	46.656	119.5243	-0.7244	0.2926	-2.4755	0.0133	0.0337	NC
ENSG00000147955.17	SIGMAR1	13.0563	22.9023	31.6809	34.4905	36.943	141.9174	0.3376	0.4036	0.8364	0.4029	0.559	NC
ENSG00000213930.11	GALT	5.7121	7.0469	36.3543	34.0964	37.4858	89.7967	-1.1772	0.2795	-4.2109	0	1e-4	NC
ENSG00000165280.16	VCP	43.2491	41.2242	397.8151	397.2836	393.9656	843.792	-1.9205	0.1122	-17.1142	0	0	NC
ENSG00000165282.14	PIGO	9.7923	0.7047	65.8679	53.3549	56.9118	110.5189	-2.5751	0.9013	-2.857	0.0043	0.0125	NC
ENSG00000165283.16	STOML2	22.0326	19.0266	52.4742	46.7413	49.8563	179.5782	0.0162	0.1773	0.0915	0.9271	0.96	NC
ENSG00000005238.19	FAM214B	19.5845	7.0469	135.1731	116.6818	117.3419	259.1757	-1.9486	0.2807	-6.9418	0	0	NC
ENSG00000198722.14	UNC13B	19.5845	41.5766	70.5752	82.3455	61.7776	280.7122	0.176	0.4431	0.3973	0.6912	0.8162	NC
ENSG00000198853.12	RUSC2	8.1602	7.7516	52.1525	44.9593	42.2393	111.3505	-1.2546	0.3149	-3.9834	1e-4	3e-4	NC
ENSG00000137101.12	CD72	9.3842	15.8555	12.1576	7.0078	19.0143	84.6493	1.2958	0.5261	2.4628	0.0138	0.0347	NC
